"","group","species","area"
"291","Cambe","./map_Behuria_corymbosa_T3156 .asc","157.918911716596"
"292","Cambe","./map_Behuria_glazioviana_T3154 .asc","78.4238560549062"
"293","Cambe","./map_Behuria_glutinosa_T2317 .asc","715.795344364474"
"294","Cambe","./map_Behuria_insignis_T3194 .asc","46787.5745059239"
"295","Cambe","./map_Behuria_limae_T3151 .asc","78.7005669745268"
"296","Cambe","./map_Behuria_lumiarensis_T3203 .asc","78.4703853550685"
"297","Cambe","./map_Behuria_magdalenensis_T3152 .asc","78.7005669745268"
"298","Cambe","./map_Behuria_mestrealvarensis_T3211 .asc","159.244494655892"
"299","Cambe","./map_Behuria_mourae_T3155 .asc","79.4950556616903"
"300","Cambe","./map_Behuria_mourae_T3156 .asc","79.4950556616903"
"301","Cambe","./map_Behuria_mourae_T3157 .asc","79.4950556616903"
"302","Cambe","./map_Behuria_organensis_T3200 .asc","156.801018700172"
"303","Cambe","./map_Behuria_parvifolia_T3199 .asc","5734.62178339828"
"304","Cambe","./map_Cambessedesia_cambessedesioides_T3227 .asc","39032.929817675"
"305","Cambe","./map_Cambessedesia_corymbosa_T3228 .asc","32080.9639111386"
"306","Cambe","./map_Cambessedesia_eichlerii_T1728 .asc","55235.7711002925"
"307","Cambe","./map_Cambessedesia_espora_T1286 .asc","834993.189298019"
"308","Cambe","./map_Cambessedesia_glaziovii_T3229 .asc","3045.41265596242"
"309","Cambe","./map_Cambessedesia_gracilis_T3304 .asc","4868.22580507451"
"310","Cambe","./map_Cambessedesia_harleyi_T3230 .asc","17146.5893629429"
"311","Cambe","./map_Cambessedesia_hermogenesii_T3231 .asc","4783.52749824851"
"312","Cambe","./map_Cambessedesia_hilariana_T2315 .asc","1309314.36968678"
"313","Cambe","./map_Cambessedesia_latevenosa_T3232 .asc","5015.37100490452"
"314","Cambe","./map_Cambessedesia_membranacea_T3207 .asc","65932.5308077957"
"315","Cambe","./map_Cambessedesia_pityrophylla_T3234 .asc","2709.37382223136"
"316","Cambe","./map_Cambessedesia_purpurata_T3235 .asc","36845.9892629957"
"317","Cambe","./map_Cambessedesia_rupestris_T3236 .asc","1072.0240710647"
"318","Cambe","./map_Cambessedesia_salviefolia_T3209 .asc","8120.72414029926"
"319","Cambe","./map_Cambessedesia_semidecandra_T3237 .asc","2963.95853806278"
"320","Cambe","./map_Cambessedesia_striatella_T3238 .asc","80.5474367688072"
"321","Cambe","./map_Cambessedesia_tenuis_T3239 .asc","36797.9310143509"
"322","Cambe","./map_Cambessedesia_uncinata_T3191 .asc","2563.17863612299"
"323","Cambe","./map_Cambessedesia_wurdackii_T3240 .asc","13175.902576179"
"324","Cambe","./map_Dolichoura_kolmanii_T3195 .asc","159.202263820752"
"325","Cambe","./map_Dolichoura_spiritusanctensis_T3210 .asc","2945.48925106134"
"326","Cambe","./map_Huberia_carvalhoi_T2538 .asc","8511.88633035358"
"327","Cambe","./map_Huberia_consimilis_T3202 .asc","290101.683460383"
"328","Cambe","./map_Huberia_espiritosantensis_T3197 .asc","12069.3958308459"
"329","Cambe","./map_Huberia_glazioviana_T3204 .asc","34353.9999041435"
"330","Cambe","./map_Huberia_minor_T3158 .asc","78.5629512557599"
"331","Cambe","./map_Huberia_misteriosa_T1725 .asc","79.8309023446892"
"332","Cambe","./map_Huberia_nettoana_T3201 .asc","20100.3007154344"
"333","Cambe","./map_Huberia_ovalifolia_T3198 .asc","143303.376252405"
"334","Cambe","./map_Huberia_peruviana_T1722 .asc","17139.8838661563"
"335","Cambe","./map_Huberia_sessilifolia_T2785 .asc","82.4259991516883"
"336","Cambe","./map_Huberia_weberbauriana_T3190 .asc","84.3373667923632"
"337","Cambe","./map_Merianthera_bullata_T1727 .asc","4462.64637717235"
"338","Cambe","./map_Merianthera_burlemarxii_T1086 .asc","1603.87375432351"
"339","Cambe","./map_Merianthera_eburnea_T3242 .asc","4559.83822515028"
"340","Cambe","./map_Merianthera_parvifolia_T1037 .asc","4080.61943068989"
"341","Cambe","./map_Merianthera_pulchra_T1039 .asc","19473.90012827"
"342","Cambe","./map_Merianthera_sipolisii_T3243 .asc","33273.7832551364"
"343","Cambe","./map_Merianthera_verrucosa_T3241 .asc","2717.16485508826"
"344","Hypsiboas","./map_Hypsiboas_albofrenatus .asc","81.784186251972"
"345","Hypsiboas","./map_Hypsiboas_albomarginatus .asc","362200.134994969"
"346","Hypsiboas","./map_Hypsiboas_albopunctatus .asc","587587.736902907"
"347","Hypsiboas","./map_Hypsiboas_atlanticus .asc","246.251561691238"
"348","Hypsiboas","./map_Hypsiboas_bischoffi .asc","41714.4575954767"
"349","Hypsiboas","./map_Hypsiboas_caingua .asc","233.391191086174"
"350","Hypsiboas","./map_Hypsiboas_caipora .asc","154.96765949379"
"351","Hypsiboas","./map_Hypsiboas_crepitans .asc","68039.3023840698"
"352","Hypsiboas","./map_Hypsiboas_curupi .asc","75.72538043882"
"353","Hypsiboas","./map_Hypsiboas_cymbalum .asc","77.6571325503449"
"354","Hypsiboas","./map_Hypsiboas_exastis .asc","163.883426826453"
"355","Hypsiboas","./map_Hypsiboas_faber .asc","871943.183061159"
"356","Hypsiboas","./map_Hypsiboas_guentheri .asc","73.9993645782876"
"357","Hypsiboas","./map_Hypsiboas_leptolineatus .asc","151.228811613919"
"358","Hypsiboas","./map_Hypsiboas_lundii .asc","156.754161274274"
"359","Hypsiboas","./map_Hypsiboas_pardalis .asc","161500.478647715"
"360","Hypsiboas","./map_Hypsiboas_polytaenius .asc","48757.509978174"
"361","Hypsiboas","./map_Hypsiboas_pombali .asc","18792.7522390499"
"362","Hypsiboas","./map_Hypsiboas_prasinus .asc","92389.5304242963"
"363","Hypsiboas","./map_Hypsiboas_pulchellus .asc","147.697390196433"
"364","Hypsiboas","./map_Hypsiboas_raniceps .asc","71635.9099451319"
"365","Hypsiboas","./map_Hypsiboas_secedens .asc","80.156066596629"
"366","Hypsiboas","./map_Hypsiboas_semiguttatus .asc","230.535582083177"
"367","Hypsiboas","./map_Hypsiboas_semilineatus .asc","361482.12202476"
"368","melastomes","./map_Clidemia_atrata .asc","7012.71087450802"
"369","melastomes","./map_Clidemia_capilliflora .asc","78132.0296977229"
"370","melastomes","./map_Clidemia_fluminensis .asc","7902.74367736843"
"371","melastomes","./map_Eriocnema_fulva .asc","2069.45418104665"
"372","melastomes","./map_Leandra_acutiflora .asc","175872.621643736"
"373","melastomes","./map_Leandra_adenothrix .asc","204884.692008795"
"374","melastomes","./map_Leandra_alpestris .asc","4968.72277841159"
"375","melastomes","./map_Leandra_amplexicaulis .asc","145371.378590095"
"376","melastomes","./map_Leandra_aspera .asc","7752.99041762512"
"377","melastomes","./map_Leandra_aurea .asc","1320519.61700851"
"378","melastomes","./map_Leandra_australis .asc","646334.868266369"
"379","melastomes","./map_Leandra_barbinervis .asc","99450.5061582707"
"380","melastomes","./map_Leandra_blanchetiana .asc","12255.9730212924"
"381","melastomes","./map_Leandra_brackenridgei .asc","16496.1650806213"
"382","melastomes","./map_Leandra_breviflora .asc","549.292369080756"
"383","melastomes","./map_Leandra_calvescens .asc","43082.4793948362"
"384","melastomes","./map_Leandra_cancellata .asc","129083.987530234"
"385","melastomes","./map_Leandra_carassana .asc","594250.852327348"
"386","melastomes","./map_Leandra_cardiophylla .asc","67770.2447093635"
"387","melastomes","./map_Leandra_catharinensis .asc","80317.1202609108"
"388","melastomes","./map_Leandra_collina .asc","6919.34680891526"
"389","melastomes","./map_Leandra_cordigera .asc","98506.1341705658"
"390","melastomes","./map_Leandra_coriacea .asc","103833.269170438"
"391","melastomes","./map_Leandra_cristata .asc","638.190845296105"
"392","melastomes","./map_Leandra_debilis .asc","189739.738740657"
"393","melastomes","./map_Leandra_dendroides .asc","21216.6486426309"
"394","melastomes","./map_Leandra_dentata .asc","784.144845510826"
"395","melastomes","./map_Leandra_diffusa .asc","155056.048987304"
"396","melastomes","./map_Leandra_echinata .asc","39825.3445807351"
"397","melastomes","./map_Leandra_eichleri .asc","1725.50963734699"
"398","melastomes","./map_Leandra_erostrata .asc","266327.354289047"
"399","melastomes","./map_Leandra_euphorbioides .asc","3346.99016219124"
"400","melastomes","./map_Leandra_fallacissima .asc","3667.30092088004"
"401","melastomes","./map_Leandra_fallax .asc","109308.644505327"
"402","melastomes","./map_Leandra_fluminensis .asc","40359.0543403581"
"403","melastomes","./map_Leandra_fontanae .asc","159.453149672635"
"404","melastomes","./map_Leandra_foveolata .asc","143110.830059632"
"405","melastomes","./map_Leandra_glabrata .asc","113832.12359436"
"406","melastomes","./map_Leandra_glazioviana .asc","98461.6363836743"
"407","melastomes","./map_Leandra_gracilis .asc","32525.9514338756"
"408","melastomes","./map_Leandra_gynoverrucosa .asc","4855.24080002593"
"409","melastomes","./map_Leandra_hatschbachii .asc","920.414989682522"
"410","melastomes","./map_Leandra_hirta .asc","473946.347081522"
"411","melastomes","./map_Leandra_hirtella .asc","135954.707644961"
"412","melastomes","./map_Leandra_humilis .asc","109827.953584484"
"413","melastomes","./map_Leandra_ionopogon .asc","312170.156853662"
"414","melastomes","./map_Leandra_itatiaiae .asc","19137.6383527745"
"415","melastomes","./map_Leandra_laevigata .asc","313616.964991308"
"416","melastomes","./map_Leandra_lancifolia .asc","111579.734374864"
"417","melastomes","./map_Leandra_lapae .asc","4200.22482658248"
"418","melastomes","./map_Leandra_laxa .asc","16215.6684776786"
"419","melastomes","./map_Leandra_magdalenensis .asc","1807.4927523258"
"420","melastomes","./map_Leandra_melastomoides .asc","701944.288711984"
"421","melastomes","./map_Leandra_miconiastrum .asc","73099.6128346739"
"422","melastomes","./map_Leandra_microphylla .asc","9382.86342027511"
"423","melastomes","./map_Leandra_mollis .asc","706.093387780929"
"424","melastomes","./map_Leandra_mouraei .asc","548.966664165388"
"425","melastomes","./map_Leandra_multiplinervis .asc","86047.582430168"
"426","melastomes","./map_Leandra_multisetosa .asc","156.987135807938"
"427","melastomes","./map_Leandra_nana .asc","158.947381496667"
"428","melastomes","./map_Leandra_neurotricha .asc","8310.90238709266"
"429","melastomes","./map_Leandra_nianga .asc","117864.854557992"
"430","melastomes","./map_Leandra_pallida .asc","54994.5547526222"
"431","melastomes","./map_Leandra_paulina .asc","681992.809164723"
"432","melastomes","./map_Leandra_penduliflora .asc","238.950870655675"
"433","melastomes","./map_Leandra_pennipilis .asc","11656.9429920981"
"434","melastomes","./map_Leandra_pilonensis .asc","24533.6944058435"
"435","melastomes","./map_Leandra_planifilamentosa .asc","18409.580586808"
"436","melastomes","./map_Leandra_polychaeta .asc","8972.70173763977"
"437","melastomes","./map_Leandra_polystachya .asc","380627.764075547"
"438","melastomes","./map_Leandra_purpurascens .asc","342270.053827533"
"439","melastomes","./map_Leandra_purpureovillosa .asc","155957.415088002"
"440","melastomes","./map_Leandra_quinquedentata .asc","275820.853742316"
"441","melastomes","./map_Leandra_quinquenodis .asc","71480.5211657966"
"442","melastomes","./map_Leandra_refracta .asc","109407.969733546"
"443","melastomes","./map_Leandra_regnellii .asc","716195.919869257"
"444","melastomes","./map_Leandra_reitzii .asc","36519.535467672"
"445","melastomes","./map_Leandra_reptans .asc","79.7479405032325"
"446","melastomes","./map_Leandra_ribesiaeflora .asc","1629.86036503524"
"447","melastomes","./map_Leandra_riedeliana .asc","54326.1690014767"
"448","melastomes","./map_Leandra_rigida .asc","7156.11955200761"
"449","melastomes","./map_Leandra_riograndensis .asc","141774.788154754"
"450","melastomes","./map_Leandra_sabiaensis .asc","21823.8277173183"
"451","melastomes","./map_Leandra_salicina .asc","470701.430996421"
"452","melastomes","./map_Leandra_santoslimae .asc","66308.5383800288"
"453","melastomes","./map_Leandra_sericea .asc","89664.3962589108"
"454","melastomes","./map_Leandra_strigilliflora .asc","51465.2925975415"
"455","melastomes","./map_Leandra_sulfurea .asc","169454.366494695"
"456","melastomes","./map_Leandra_tetraquetra .asc","84376.4604760084"
"457","melastomes","./map_Leandra_therezopolitana .asc","156.847712109812"
"458","melastomes","./map_Leandra_tomentosa .asc","6547.4909603058"
"459","melastomes","./map_Leandra_triantha .asc","956.264191071375"
"460","melastomes","./map_Leandra_ulaei .asc","5708.38826146755"
"461","melastomes","./map_Leandra_umbellata .asc","113648.952297493"
"462","melastomes","./map_Leandra_variabilis .asc","252477.976223556"
"463","melastomes","./map_Leandra_vesiculosa .asc","7217.29905578655"
"464","melastomes","./map_Leandra_warmingiana .asc","25687.7623844907"
"465","melastomes","./map_Leandra_xanthocoma .asc","371919.793098188"
"466","melastomes","./map_Leandra_xantholasia .asc","100332.060458007"
"467","melastomes","./map_Leandra_xanthostachya .asc","130346.334146105"
"468","melastomes","./map_Merianthera_bullata .asc","4393.79235218076"
"469","melastomes","./map_Merianthera_burlemarxii .asc","7114.48764543556"
"470","melastomes","./map_Merianthera_eburnea .asc","5864.66074481968"
"471","melastomes","./map_Merianthera_parvifolia .asc","6008.91155312323"
"472","melastomes","./map_Merianthera_pulchra .asc","24693.2564013202"
"473","melastomes","./map_Merianthera_sipolisii .asc","11024.4021225189"
"474","melastomes","./map_Merianthera_verrucosa .asc","2716.91997764483"
"475","melastomes","./map_Miconia_altissima .asc","1568.94175747607"
"476","melastomes","./map_Miconia_atlantica .asc","40520.8278949879"
"477","melastomes","./map_Miconia_baumgratziana .asc","245058.01373297"
"478","melastomes","./map_Miconia_brasiliensis .asc","59397.8970730655"
"479","melastomes","./map_Miconia_brunnea .asc","202753.570822296"
"480","melastomes","./map_Miconia_budlejoides .asc","481753.36168622"
"481","melastomes","./map_Miconia_capixaba .asc","478.445745183376"
"482","melastomes","./map_Miconia_castaneiflora .asc","18090.6862318217"
"483","melastomes","./map_Miconia_caudigera .asc","146760.973937844"
"484","melastomes","./map_Miconia_cinerascens .asc","628217.04894366"
"485","melastomes","./map_Miconia_cipoensis .asc","2243.23562616272"
"486","melastomes","./map_Miconia_corallina .asc","163816.240391927"
"487","melastomes","./map_Miconia_cubatanensis .asc","742318.809383615"
"488","melastomes","./map_Miconia_cyathanthera .asc","252611.47773601"
"489","melastomes","./map_Miconia_discolor .asc","494887.039887459"
"490","melastomes","./map_Miconia_dorsaliporosa .asc","80034.0686168121"
"491","melastomes","./map_Miconia_elaeodendron .asc","1175.84322903356"
"492","melastomes","./map_Miconia_fasciculata .asc","304860.377822406"
"493","melastomes","./map_Miconia_flammea .asc","1274107.52880716"
"494","melastomes","./map_Miconia_formosa .asc","137480.255739002"
"495","melastomes","./map_Miconia_hyemalis .asc","406300.381831487"
"496","melastomes","./map_Miconia_inaequidens .asc","673305.307364444"
"497","melastomes","./map_Miconia_irwinii .asc","2468.60133211458"
"498","melastomes","./map_Miconia_kollmannii .asc","1753.06773390877"
"499","melastomes","./map_Miconia_labiakiana .asc","1753.52994026733"
"500","melastomes","./map_Miconia_longicuspis .asc","141707.564892761"
"501","melastomes","./map_Miconia_lurida .asc","6554.70635612387"
"502","melastomes","./map_Miconia_lymanii .asc","152413.279290455"
"503","melastomes","./map_Miconia_octopetala .asc","389291.342405726"
"504","melastomes","./map_Miconia_paniculata .asc","379949.015570563"
"505","melastomes","./map_Miconia_paucidens .asc","254251.534552973"
"506","melastomes","./map_Miconia_penduliflora .asc","235.77829659432"
"507","melastomes","./map_Miconia_pepericarpa .asc","563533.965471278"
"508","melastomes","./map_Miconia_petroniana .asc","3220.00129001156"
"509","melastomes","./map_Miconia_pusilliflora .asc","1066079.41828832"
"510","melastomes","./map_Miconia_racemifera .asc","107086.26492753"
"511","melastomes","./map_Miconia_ramboi .asc","91915.8755318839"
"512","melastomes","./map_Miconia_rimalis .asc","253002.650484804"
"513","melastomes","./map_Miconia_robusta .asc","16177.7566181817"
"514","melastomes","./map_Miconia_ruschiana .asc","6944.89018874798"
"515","melastomes","./map_Miconia_sclerophylla .asc","174113.365535286"
"516","melastomes","./map_Miconia_setosociliata .asc","44563.8647351786"
"517","melastomes","./map_Miconia_shepherdii .asc","25274.0811899391"
"518","melastomes","./map_Miconia_staminea .asc","807358.872244864"
"519","melastomes","./map_Miconia_subvernicosa .asc","1570.24063600557"
"520","melastomes","./map_Miconia_tentaculifera .asc","75651.4907636259"
"521","melastomes","./map_Miconia_trianae .asc","127454.734481454"
"522","melastomes","./map_Miconia_tristis .asc","453570.215512964"
"523","melastomes","./map_Miconia_urophylla .asc","53839.1463075921"
"524","melastomes","./map_Miconia_willdenowii .asc","158831.383678207"
"525","melastomes","./map_Ossaea_amygdaloides .asc","1074946.93255141"
"526","melastomes","./map_Ossaea_angustifolia .asc","219854.616409748"
"527","melastomes","./map_Ossaea_cabraliensis .asc","29404.7122333651"
"528","melastomes","./map_Ossaea_cinnamomifolia .asc","3346.32680150256"
"529","melastomes","./map_Ossaea_cogniauxii .asc","159.537445343359"
"530","melastomes","./map_Ossaea_confertiflora .asc","59516.7353370324"
"531","melastomes","./map_Ossaea_congestiflora .asc","387387.555726538"
"532","melastomes","./map_Ossaea_consimilis .asc","13895.1223003607"
"533","melastomes","./map_Ossaea_coriacea .asc","1908.64432056405"
"534","melastomes","./map_Ossaea_loligomorpha .asc","81.1385836876324"
"535","melastomes","./map_Ossaea_marginata .asc","484548.217788482"
"536","melastomes","./map_Ossaea_sanguinea .asc","115107.651966135"
"537","melastomes","./map_Ossaea_sulbahiensis .asc","9106.18278224331"
"538","melastomes","./map_Ossaea_suprabasalis .asc","10070.3195267591"
"539","melastomes","./map_Ossaea_warmingiana .asc","243.249511702803"
"540","melastomes","./map_Physeterostemon_fiaschii .asc","1231.17971573362"
"541","melastomes","./map_Physeterostemon_gomesii .asc","164.320392704035"
"542","melastomes","./map_Physeterostemon_jardimii .asc","3457.00520299232"
"543","melastomes","./map_Physeterostemon_spnov .asc","82.4546732198013"
"544","melastomes","./map_Physeterostemon_thomasii .asc","82.4831751618262"
"545","melastomes","./map_Pleiochiton_amorimii .asc","163.63275176942"
"546","melastomes","./map_Pleiochiton_blepharodes .asc","407840.562663732"
"547","melastomes","./map_Pleiochiton_ebracteatum .asc","87160.8499495807"
"548","melastomes","./map_Pleiochiton_micranthum .asc","470.589501520122"
"549","melastomes","./map_Pleiochiton_parasiticum .asc","235.037117393524"
"550","melastomes","./map_Pleiochiton_parvifolium .asc","706.186610490731"
"551","melastomes","./map_Pleiochiton_roseum .asc","3916.27408852671"
"552","melastomes","./map_Pleiochiton_setulosum .asc","9792.5546326166"
"553","Proceratophrys","./map_Proceratophrys_appendiculata .asc","6972.27580577488"
"554","Proceratophrys","./map_Proceratophrys_aridus .asc","84.2156475265726"
"555","Proceratophrys","./map_Proceratophrys_avelinoi .asc","87512.8944128193"
"556","Proceratophrys","./map_Proceratophrys_belzebul .asc","2181.41729663286"
"557","Proceratophrys","./map_Proceratophrys_bigibbosa .asc","98111.2352447441"
"558","Proceratophrys","./map_Proceratophrys_boiei .asc","312724.722626909"
"559","Proceratophrys","./map_Proceratophrys_brauni .asc","29980.0332266745"
"560","Proceratophrys","./map_Proceratophrys_concavitympanum .asc","655343.992608844"
"561","Proceratophrys","./map_Proceratophrys_cristiceps .asc","725256.014439859"
"562","Proceratophrys","./map_Proceratophrys_cururu .asc","4012.16977623085"
"563","Proceratophrys","./map_Proceratophrys_goyana .asc","528019.116207242"
"564","Proceratophrys","./map_Proceratophrys_izecksohni .asc","1250.40086170541"
"565","Proceratophrys","./map_Proceratophrys_laticeps .asc","17792.538735205"
"566","Proceratophrys","./map_Proceratophrys_melanopogon .asc","128380.152819581"
"567","Proceratophrys","./map_Proceratophrys_minuta .asc","3319.7755590076"
"568","Proceratophrys","./map_Proceratophrys_moehringi .asc","3746.62121117294"
"569","Proceratophrys","./map_Proceratophrys_moratoi .asc","10428.8274124376"
"570","Proceratophrys","./map_Proceratophrys_palustris .asc","157.718119698075"
"571","Proceratophrys","./map_Proceratophrys_paviotii .asc","8864.1620356219"
"572","Proceratophrys","./map_Proceratophrys_phyllostomus .asc","159.158535251752"
"573","Proceratophrys","./map_Proceratophrys_redacta .asc","747.697146835523"
"574","Proceratophrys","./map_Proceratophrys_renalis .asc","646829.966232025"
"575","Proceratophrys","./map_Proceratophrys_rondonae .asc","82.9157520632174"
"576","Proceratophrys","./map_Proceratophrys_salvatori .asc","80.8852791976544"
"577","Proceratophrys","./map_Proceratophrys_sanctaritae .asc","1320.15092630313"
"578","Proceratophrys","./map_Proceratophrys_schirchi .asc","146605.74128702"
"579","Proceratophrys","./map_Proceratophrys_strussmannae .asc","41447.9418293069"
"580","Proceratophrys","./map_Proceratophrys_subguttata .asc","14327.6456826021"
"581","Proceratophrys","./map_Proceratophrys_tupinamba .asc","156.091279815871"
"582","Proceratophrys","./map_Proceratophrys_vielliardi .asc","15818.612652827"
